park_visited,enjoys_most,other_needs,year,anything_to_add
Blackstrap Provincial,,,2019,
Duck Mountain,,,2019,
Buffalo Pound,,,2019,
Rowans Ravine,,,2019,
Duck Mountain,More parking,,2019,
Moose Mountain,,,2019,
Buffalo Pound,Improvements to the beach area,"If I had the chance I would visit Cypress Hills and Moose Mountain,just because of the scenery and still closer to home as well.",2019,
Greenwater,,,2019,
Cypress Hills,,,2019,
Pike Lake,,,2019,
Narrow Hills,,No comment,2019,
Pike Lake,,,2019,
Great Blue,,,2019,
Great Blue,,,2019,
Douglas Provincial,,more clean and convenient park,2019,
Blackstrap Provincial,,,2019,
Blackstrap Provincial,,,2019,
Saskatchewan Landing,,,2019,
Cypress Hills,,,2019,
Saskatchewan Landing,,Camping,2019,
Meadow Lake,,Better access to some lakes,2019,
Blackstrap Provincial,,,2019,
Saskatchewan Landing,,Different work schedule! Lol,2019,
Cypress Hills,,....,2019,
Battlefords,,,2019,
Cypress Hills,,Free park entrance like back home in Alberta,2019,
Duck Mountain,,,2019,
Makwa,,,2019,
Pike Lake,,,2019,
Buffalo Pound,,,2019,
Saskatchewan Landing,,,2019,
Cypress Hills,,Interpretive trails and outdoor education,2019,
Meadow Lake,,People I know camping there... and CELL SERVICE! As a single woman I donât feel comfortable being so long outside of cell service.,2019,
Cypress Hills,,,2019,
Saskatchewan Landing,More room on a nice beach ( public beach) gor boats,,2019,
Douglas Provincial,,,2019,
Duck Mountain,,,2019,
Cypress Hills,,,2019,
Saskatchewan Landing,,,2019,
Lac La,,,2019,
Great Blue,,,2019,
Cypress Hills,,,2019,
Buffalo Pound,,,2019,
Good Spirit,Better bathroom/showers,,2019,
Good Spirit,,,2019,
Duck Mountain,,,2019,
Good Spirit,,More group site services,2019,
Meadow Lake,,,2019,
Douglas Provincial,,,2019,
Saskatchewan Landing,,Nothing,2019,
Greenwater,,,2019,
Great Blue,,,2019,
Blackstrap Provincial,,,2019,
Cypress Hills,,,2019,
Duck Mountain,,,2019,
Saskatchewan Landing,,,2019,
Rowans Ravine,Washrooms MUCH closer to picnic hut.,Location,2019,
Duck Mountain,,Proximity,2019,
Pike Lake,,,2019,
Pike Lake,,,2019,
Saskatchewan Landing,,Not sure,2019,
Makwa,Better maintaining of beach. (Sand specifically),,2019,
Good Spirit,,,2019,
Rowans Ravine,,,2019,
Pike Lake,Nicer beach (less mud),,2019,
Makwa,More garbage bins around camp ground,,2019,
Candle Lake,,,2019,
Cypress Hills,,,2019,
Good Spirit,,,2019,
Meadow Lake,More regular empties of the outhouses septic systems.,,2019,
Greenwater,,Family,2019,
Good Spirit,,,2019,
Good Spirit,,,2019,
Duck Mountain,,,2019,
Cypress Hills,,More time and warmer weather.,2019,
Duck Mountain,Fishing,Camping and fishing,2019,
Blackstrap Provincial,,,2019,
Battlefords,,Nothing.,2019,
Good Spirit,"Hwy 229 NEEDS to be REBUILT ASAP. We broke a leaf spring on a new 2yr old boat only doing 50k, not even the posted speed limit and could NOT pull over on the hwy!?!This is a government park, this hwy should have been rebuilt years ago!  NOT patched. And made wider so we dont clip mirrors or vehicles and end up in a serious accident.",,2019,
Greenwater,,,2019,
Buffalo Pound,,,2019,
Cypress Hills,,,2019,
Meadow Lake,,,2019,
Moose Mountain,The overflow portapottys were pretty nasty and the lights did not work in the 1,Affordability. More off leash areas for dogs. Clean lakes. Privacy!! Privacy is a huge thing! When camping I dont want to see my neighbors,2019,
Meadow Lake,Cost of entry,,2019,
Good Spirit,,,2019,
Makwa,,More restaurants,2019,
Makwa,,,2019,
Makwa,,Good beach area,2019,
Cypress Hills,,"Festivals, family fun activities, more camping spots",2019,
Danielson,,,2019,
Duck Mountain,,,2019,
Duck Mountain,,,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Rowans Ravine,I think it is pretty great the way it is!,,2019,
Pike Lake,,,2019,
Buffalo Pound,,,2019,
Moose Mountain,,,2019,
Battlefords,,,2019,
Pike Lake,,,2019,
Battlefords,,,2019,
Rowans Ravine,,Events or family group gatherings,2019,
Blackstrap Provincial,,,2019,
Danielson,,,2019,
Cypress Hills,,,2019,
Moose Mountain,,,2019,
Candle Lake,,,2019,
Cypress Hills,,,2019,
Buffalo Pound,,,2019,
Cypress Hills,,,2019,
Meadow Lake,,,2019,
Good Spirit,,,2019,
Meadow Lake,,,2019,
Makwa,,,2019,
Cypress Hills,,Activities,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Good Spirit,,,2019,
Rowans Ravine,,,2019,
Candle Lake,,,2019,
Pike Lake,I wish some of the more treed/sheltered sites were for tents only. Tents need more protection than someone in an RV.,,2019,
Moose Mountain,,We are close to moose mountain so why go elsewhere!,2019,
Saskatchewan Landing,,,2019,
Cypress Hills,,,2019,
Pike Lake,,,2019,
Narrow Hills,,,2019,
Blackstrap Provincial,Better road conditions both approaching the park and within,,2019,
Meadow Lake,,,2019,
Moose Mountain,,nothing comes to mind,2019,
Cypress Hills,,Time,2019,
Cypress Hills,,,2019,
Good Spirit,,,2019,
Great Blue,,,2019,
Candle Lake,,Wheelchair accessibility,2019,
Makwa,,,2019,
Moose Mountain,,,2019,
Pike Lake,,,2019,
Narrow Hills,Better park office signage,,2019,
Buffalo Pound,,,2019,
Cypress Hills,,,2019,
Pike Lake,,,2019,
Saskatchewan Landing,,,2019,
Saskatchewan Landing,,,2019,
Saskatchewan Landing,,,2019,
Buffalo Pound,,,2019,
Saskatchewan Landing,,,2019,
Moose Mountain,,To see new landscapes,2019,
Cypress Hills,,Not much,2019,
Pike Lake,,Desire to see more of the province.,2019,
Duck Mountain,,Proximity,2019,
Duck Mountain,,Proximity,2019,
Pike Lake,,,2019,
Greenwater,,,2019,
Pike Lake,Regular park patrol,,2019,
Saskatchewan Landing,,,2019,
Pike Lake,,Relatives staying there,2019,
Buffalo Pound,,,2019,
Moose Mountain,,,2019,
Blackstrap Provincial,,,2019,
Good Spirit,,,2019,
Duck Mountain,,"I live in Ontario, and mostly holiday in Manitoba where my family lives, so Iâm not likely to visit other parks.",2019,
Rowans Ravine,,,2019,
Pike Lake,Be able to have a fire with wood on day trips.,"I actually have a trip booked at blackstrap next week. Never been there, but all the private sites at pike lake were already booked up.",2019,
Pike Lake,,,2019,
Buffalo Pound,,,2019,
Narrow Hills,,,2019,
Moose Mountain,,,2019,
Moose Mountain,,,2019,
Pike Lake,,,2019,
Pike Lake,,"Recommendations from friends and family on which park they liked, as well as the service and cleanliness and relaxing environment I felt at Pike Lake.",2019,
Saskatchewan Landing,,Nice weather and a free pass,2019,
Saskatchewan Landing,,Family visiting,2019,
Pike Lake,,,2019,
Danielson,,,2019,
Douglas Provincial,,,2019,
Battlefords,,,2019,
Good Spirit,,,2019,
Cypress Hills,,The ability to do guided activities without having to book in advance and then have them full on the day you visit,2019,
Narrow Hills,,,2019,
Saskatchewan Landing,,,2019,
Candle Lake,,,2019,
Cypress Hills,,,2019,
Buffalo Pound,Clean swimming area,,2019,
Buffalo Pound,,,2019,
Greenwater,,,2019,
Candle Lake,,,2019,
Lac La,,,2019,
Buffalo Pound,,,2019,
Buffalo Pound,Cleaner bathrooms and better maintained beaches,,2019,
Buffalo Pound,,,2019,
Cypress Hills,,,2019,
Buffalo Pound,,,2019,
Cypress Hills,,,2019,
Cypress Hills,,Probably nothing as this is the closest park to us,2019,
Saskatchewan Landing,,,2019,
Battlefords,,,2019,
Greenwater,,,2019,
Buffalo Pound,,,2019,
Duck Mountain,,,2019,
Danielson,,,2019,
Danielson,,,2019,
Douglas Provincial,Princes at Douglas: Store by the Shore are extremely high (higher than any other park). Need to adjust!!!,,2019,
Saskatchewan Landing,,,2019,
Good Spirit,,,2019,
Cypress Hills,,,2019,
Buffalo Pound,,,2019,
Saskatchewan Landing,Bathrooms with flush toilets,,2019,
Buffalo Pound,,,2019,
Battlefords,,,2019,
Good Spirit,,,2019,
Candle Lake,,,2019,
Pike Lake,,More information about amenities and activities on the Sask Parks website.,2019,
Danielson,,,2019,
Saskatchewan Landing,,,2019,
Saskatchewan Landing,,,2019,
Buffalo Pound,,,2019,
Candle Lake,,,2019,
Douglas Provincial,,,2019,
Battlefords,,,2019,
Rowans Ravine,,,2019,
Buffalo Pound,,,2019,
Danielson,,,2019,
Buffalo Pound,,,2019,
Buffalo Pound,,,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Buffalo Pound,,,2019,
Saskatchewan Landing,Bathrooms at the trail heads. Better signage on hikes.,Variety of hiking trails.,2019,
Candle Lake,,,2019,
Candle Lake,,,2019,
Cypress Hills,Itâs all great! Would like an indoor pool in the winter,,2019,
Greenwater,,,2019,
Pike Lake,,,2019,
Good Spirit,,Better green space,2019,
Duck Mountain,,One that was less commercialized,2019,
Pike Lake,,,2019,
Saskatchewan Landing,,Boating activities,2019,
Pike Lake,,,2019,
Duck Mountain,,,2019,
Douglas Provincial,,,2019,
Douglas Provincial,,,2019,
Good Spirit,More accessibility to camping sites. Spontaneous camping is a thing of the past,,2019,
Cypress Hills,,,2019,
Candle Lake,,,2019,
Battlefords,,,2019,
Buffalo Pound,Bigger mini golf area!,,2019,
Douglas Provincial,,,2019,
Duck Mountain,,,2019,
Saskatchewan Landing,,,2019,
Narrow Hills,,,2019,
Good Spirit,,,2019,
Buffalo Pound,,,2019,
Pike Lake,,,2019,
Douglas Provincial,,,2019,
Saskatchewan Landing,,Whatâs offered there,2019,
Cypress Hills,,N/a,2019,
Candle Lake,,,2019,
Saskatchewan Landing,,,2019,
Danielson,,,2019,
Blackstrap Provincial,,,2019,
Saskatchewan Landing,All the golf holes wherent open,,2019,
Meadow Lake,,,2019,
Good Spirit,,"Personally, I love to travel, so Iâm constantly looking for opportunities to get out of the house. However, I wouldnât know what park to travel to, but Iâm sure Iâd venture with my family to another one.",2019,
Meadow Lake,,,2019,
Buffalo Pound,,"What it has to offer especially the scenery, flora and fauna",2019,
Pike Lake,,,2019,
Blackstrap Provincial,,,2019,
Pike Lake,,,2019,
Cypress Hills,,Not sure,2019,
Danielson,,,2019,
Cypress Hills,,,2019,
Good Spirit,,,2019,
Good Spirit,,,2019,
Meadow Lake,,,2019,
Great Blue,,,2019,
Good Spirit,,Beachâs and information provided. We are in Calgary so Good Spirit is a long drive. There must be nice places closer in sask,2019,
Moose Mountain,,,2019,
Cypress Hills,,Camping availability,2019,
Meadow Lake,,,2019,
Danielson,,Cheaper entrance fee.,2019,
Meadow Lake,,,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Battlefords,,,2019,
Greenwater,,,2019,
Good Spirit,,,2019,
Cypress Hills,,,2019,
Battlefords,,,2019,
Cypress Hills,Faster food service - took 15 min to wait for fries,?,2019,
Battlefords,,,2019,
Greenwater,,,2019,
Good Spirit,,,2019,
Greenwater,,Friends family,2019,
Makwa,,,2019,
Good Spirit,,,2019,
Good Spirit,,,2019,
Cypress Hills,,Better information online,2019,
Good Spirit,Everything was great. It lacked nothing!!,If I had a camper or friends close to other parks I would visit them too.,2019,
Saskatchewan Landing,,,2019,
Cypress Hills,,,2019,
Battlefords,,,2019,
Duck Mountain,,,2019,
Buffalo Pound,,,2019,
Buffalo Pound,,,2019,
Moose Mountain,,Reasonable park rates and campsites,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Good Spirit,,Camping trip with friends,2019,
Battlefords,,,2019,
Good Spirit,,,2019,
Cypress Hills,,,2019,
Cypress Hills,,Not sure,2019,
Candle Lake,,,2019,
Saskatchewan Landing,,,2019,
Douglas Provincial,,,2019,
Moose Mountain,,,2019,
Meadow Lake,,,2019,
Battlefords,,To know,2019,
Good Spirit,,,2019,
Cypress Hills,,,2019,
Pike Lake,,,2019,
Pike Lake,,,2019,
Buffalo Pound,There needs to be much less fecal matter at the beach and bbq/picnic areas,,2019,
Buffalo Pound,We needed to call 911 from maple vale and could not connect. You must rectify this,,2019,
Saskatchewan Landing,,,2019,
Battlefords,,,2019,
Battlefords,,,2019,
Makwa,,Horseback riding   Pontoon rental,2019,
Saskatchewan Landing,,,2019,
Cypress Hills,,,2019,
Buffalo Pound,,,2019,
Pike Lake,,,2019,
Douglas Provincial,Backcountry camping (hiking),,2019,
Rowans Ravine,,,2019,
Duck Mountain,Hiking maps available for outdoor pick up when visitor centre abs check in kiosk are closed,"Location. We're from the other side of the country, ....so it's unlikely that we'll return in the near future",2019,
Saskatchewan Landing,,,2019,
Rowans Ravine,,,2019,
Blackstrap Provincial,,"Special events,free pass to get into the parks, lower rates",2019,
Pike Lake,,,2019,
Danielson,,,2019,
Meadow Lake,,Fishing,2019,
Rowans Ravine,,,2019,
Pike Lake,,,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Candle Lake,,Boat launch,2019,
Pike Lake,,,2019,
Greenwater,Up grading the regular bathrooms so that they are all working. And not leaking or out of order.,,2019,
Good Spirit,more playground equipment,,2019,
Cypress Hills,,Prices,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Greenwater,,,2019,
Greenwater,,,2019,
Cypress Hills,,More amenities,2019,
Danielson,,,2019,
Duck Mountain,Cross-country skiing,,2019,
Cypress Hills,,,2019,
Saskatchewan Landing,,,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Cypress Hills,,,2019,
Cypress Hills,A good mid priced cafe would be nice. Hotel is too expensive and beach cafe too casual.too expensive and beach cafe too casual.,,2019,
Moose Mountain,More arc trails,,2019,
Rowans Ravine,,,2019,
Blackstrap Provincial,,,2019,
Crooked Lake,Better beach area,,2019,
Great Blue,,Unlikely to in this particular area of Lakeland,2019,
Pike Lake,,,2019,
Douglas Provincial,,,2019,
Meadow Lake,,,2019,
Great Blue,,,2019,
Meadow Lake,,Having a camper.,2019,
Duck Mountain,,,2019,
Battlefords,"Good camping, good marina","Full service sites, maintenance watering grass and trees",2018,"Please water the grass, trees and bushes. It looks terrible not maintained."
Duck Mountain,Not enough playgrounds and the showers were cold!,,2018,
Greenwater,"Did not experience any unexpected issues, service was provided as per expected",Full Service (water & sewer hook up),2018,No
22,Very Clean,,2018,
Meadow Lake,"private campsite, wood included",,2018,"Camp sites are great, lake is beautiful and quiet, I don't use the trails that used to be well kept much anymore because of lack of maintenance.  Park entry fees are not necessary in my opinion, my whole family still lives in SK so we all meet and get our own sites but if my wife and I want to fish for 5 days we each paid I believe around $70 for a year fishing license because there is no 1 week out of province fishing license option.  For these reasons if my family wasn't still in SK likely we would go to"
Danielson,Itâ€™s always an enjoyable weekend going out there and super close to where I live . I usually book on a Thursday /Friday and leave Friday to come out,A beach area for dogs . I go camping lots with them and some of the areas allow for a dog area on the beach specific for dogs on a leash or a lead line so itâ€™s easier to bring them back in from the water .,2018,I would really like to see a dog beach portion next year .
Duck Mountain,Exceeded most expectations,,2018,
Candle Lake,It was very dusty.,,2018,
Great Blue,"The weather was beautiful, the beach was well maintained, the campground was quite, even though it was full. The only reason I didn't click on completely satisfied was because of the lack of cleanliness in the shower houses in the campground. They need to be thoroughly cleaned on a daily basis and you could easily tell this was not happening - they were pretty gross (both the men's and the women's).",,2018,
Buffalo Pound,One night a group of loud partying boobs.  Smoke was an issue but not yours.    (Was our annual family (Porchclimber) gathering.  Was very good.,,2018,Helluva job folks!   Had a great summer.
Narrow Hills,The campground was quite nice but signage going into the campground could be better.,diving dock in swimming area,2018,I noticed that when I was camping for 5 nights there was one perfectly lovely campsite that I would have loved to camp in open for every night I was there with the exception of one night. It would be lovely if there was a way that a person could book a site and be able to override a reservation if they are booking it for a longer period of time. Especially if the booking that is being overridden is a one night booking.
Danielson,Check in and booking was easy and efficient,,2018,
Duck Mountain,Beautiful place!,,2018,Please fix the beach at Pickeral Point. So much easier to go swimming with the kids when it's closer to the campsite rather then driving to Ministik at Duck Mountain! And more benches at the playground would be great for the parents watching their kids!
Saskatchewan Landing,Although the park is crazy beautiful... we take a lot of things to the beach when we go with the kids. The parking was quite far away in order for us to carry everything we wanted to bring. I understand not wanting the parking lot so close but even a drive up/drop off point would be great to incorporate.,Culvert firepits,2018,Yes - you NEED to get rid of those tall BBQ firepits - they are not good for sitting around and visiting and enjoying a night around the fire.  It honestly affects my decision as to what park to go to... and one of the reasons we love Jackfish so much!
Moose Mountain,It was a great place other than the weather and the lack of laundry and shower facilities at greig lake,Pave the roads and add gravel to campsites so that torrential rains donâ€™t leave you in a mud pit,2018,"Why is sask parks asking so many racist questions, why does it matter if Iâ€™m First Nations, Asian or Caucasian I thought we were Canadian first. Iâ€™m appalled at sask parks fir trying to segregate us into groups"
Lac La,I like to camp there as we meet with family as long as we all can get camp sites,campsites are not clean not maintained very rutted,2018,"Should fix the road in the park level & maintain campsites put gravel where needed in campsite or in entry to campsite, clean firewood"
Danielson,I have reasonable expectations.,,2018,
Moose Mountain,Kids love it,Put a light in the fish cleaning house,2018,
Rowans Ravine,"Campsite was clean, pool was open, noise was controlled, weather could have been better but thatâ€™s out of our hands. It would have been a different story if I wasnâ€™t able to get a campsite and into swimming lessons. I was lucky this year.",,2018,"More electrical group sites would be great. We went with a group of 12 families and we were spread out all over the park. It would have been a lot nicer to be together, especially since we all have young kids."
Duck Mountain,"quality of the maintenance at this park is terrible, bathrooms were disgusting.. trees are not trimmed back from roads ways or overhead on roadways.",better shower facilities,2018,"camped at cypress hills it is a beautiful park friendly staff, super clean showers and bathrooms. well maintained park.will continue to visit this park.. Douglas provincial park need work on every level... especially maintenance, and cleanliness of washrooms and showers"
Moose Mountain,Great campsites,,2018,
Greenwater,The yellow phone system was kind of a pain. Took to long when I was already registered and an experienced camper from similar provincial parks,,2018,
